# Simulated random data file for batch processing
# timestamp: 2022-04-06 15:41:03
# RHS
# ------------------------

"var_x","var_y"
0.600737886736169,0.961506476858631
NA,0.810219267383218
0.307957570534199,0.16223387257196
NA,0.843015593942255
NA,NA
0.866874820087105,0.1162225890439
0.506309485295787,NA
0.714007979258895,0.484816376585513
0.957801060285419,NA
NA,NA
0.46997307240963,0.804819317301735
0.628295502392575,0.0145838246680796
0.388174231862649,NA
0.933584421873093,NA
0.286643316037953,0.940059480024502
0.817220920464024,0.0678146451245993
0.568584298249334,0.862044196110219
0.450256308773533,0.638576617930084
0.433188750874251,0.304114100523293
0.557120221666992,0.0830552810803056
0.161286043701693,0.485136969480664
0.394384966464713,0.807786905672401
0.733924958622083,0.358091711997986
0.752285530790687,0.732892183819786
0.197077150456607,0.563375570811331
NA,0.83872104017064
NA,0.781720600323752
