# Simulated random data file for batch processing
# timestamp: 2022-04-06 15:41:03
# RHS
# ------------------------

"var_x","var_y"
0.634657240007073,0.521969683235511
0.870831401785836,0.309262179071084
0.736944151110947,0.242948190076277
0.465909854974598,0.605175040895119
0.00735220080241561,0.564713278785348
0.365703503834084,0.680219066562131
0.0911945044063032,0.279700651299208
0.215534202288836,0.705037451116368
0.720351645024493,0.587795784231275
0.277949917828664,0.801312847528607
0.121054490795359,0.386544014792889
0.0245509943924844,0.724506558151916
0.785321663599461,0.547242193249986
NA,0.785459437407553
0.770291161257774,0.436769523890689
0.952552759787068,0.115562162129208
0.618335947394371,0.85156838176772
0.0347381543833762,0.930030165007338
0.483414999907836,0.378484174143523
0.768943970790133,0.921974557917565
0.401442799950019,0.571257299743593
0.400240563321859,0.0878710257820785
0.943007039604709,NA
NA,0.791696035303175
0.146032834192738,0.274208881659433
0.147038001799956,0.781282775802538
0.730906119104475,0.357809462817386
0.220893502933905,0.882673228159547
0.854889651061967,0.587889540009201
0.736730996752158,0.605094796279445
0.531249651219696,0.373610079288483
0.80678380955942,0.879175202455372
0.358686742605641,0.143896392080933
0.578795394161716,0.579619106370956
0.768025717465207,0.36278881249018
0.154980662278831,0.387164825107902
0.831111493287608,0.937780435197055
0.320304245920852,0.883039207430556
0.0343177081085742,0.72747751371935
0.927116422215477,0.55170336086303
0.571058951085433,0.122532510664314
0.224805959966034,0.288474324392155
0.119691738858819,0.496266739442945
0.806795241776854,0.662948293611407
0.937843205640092,0.0961734938900918
0.311268036952242,0.0571400185581297
0.290164546808228,0.621354229515418
0.382412957260385,0.0865128829609603
0.213587593985721,0.0420959424227476
0.676412070402876,0.31526453490369
0.973049038555473,0.235133103560656
0.365788441384211,0.678347719367594
0.895190751645714,0.379445805680007
0.739934511249885,0.419314216822386
0.77446016180329,0.593718329211697
0.46396524249576,0.0148700517602265
0.0152595129329711,0.625700061907992
0.227861759485677,0.468131218105555
0.106939479475841,0.859931399347261
0.198311279527843,0.330266737146303
0.283662788802758,0.714967396808788
0.260610915021971,0.000166876940056682
0.773298459360376,NA
0.396051936550066,0.481735720299184
0.515481894370168,0.015765696996823
0.658761296188459,0.160298557253554
0.202103499788791,0.222582084825262
0.350345358252525,0.475138614419848
0.968046856578439,0.598129831021652
0.251696262974292,0.636152366176248
0.974700396880507,0.265624148771167
0.911821451503783,0.068764126393944
0.601852467516437,0.568200027802959
0.434585862560198,0.758706655586138
0.571987401694059,0.976822156924754
0.120860695140436,0.461606046184897
0.174773450708017,0.372920708963647
0.536503148265183,0.844672148581594
0.603933266131207,0.262150150025263
0.97606565291062,0.241501810960472
0.405267327092588,0.98858494614251
0.650269608013332,0.427691188408062
0.575314056361094,0.815847042948008
0.268881318159401,0.418981449911371
0.435942571144551,0.879784375196323
0.0281515722163022,0.13637780235149
NA,0.785001198761165
0.679673339473084,0.607405378948897
0.275568737648427,0.365514234174043
0.414112568832934,0.1220910071861
0.199668535962701,0.93389813718386
0.0924384340178221,NA
0.881904382724315,0.576675097225234
0.880735544720665,0.240756715182215
0.799728191457689,0.296925782924518
0.156861524330452,0.644419559044763
0.493491411674768,0.280698342015967
0.0254848436452448,0.035098502645269
0.602097078692168,0.465893123997375
