# Simulated random data file for batch processing
# timestamp: 2022-04-06 15:41:03
# RHS
# ------------------------

"var_x","var_y"
0.31923275324516,0.540957426652312
0.863283590879291,0.160266714869067
0.15578648308292,0.251477231504396
0.701154764741659,0.900032561272383
0.826915017096326,0.963600060204044
0.0434299032203853,0.169969124719501
0.904616566374898,0.717136231716722
0.463009545812383,0.691749694989994
0.973004190716892,0.102968317223713
0.527007892960683,0.514738724334165
0.131750266533345,0.185339930700138
0.416957774199545,0.432140170829371
0.300790349254385,NA
0.979491565842181,0.97363230609335
0.713301201583818,0.316707701189443
0.685807014815509,0.74198552663438
0.508389610564336,0.102620294084772
0.860581416636705,NA
0.995225818827748,0.385758403688669
0.798608304699883,0.8442915934138
0.175729778129607,0.257822450483218
0.849063732661307,0.564375647110865
0.5535408614669,0.524763787165284
0.983027354581282,0.468855075770989
0.341991012450308,0.386668497463688
0.452599914511666,0.776385827921331
0.540088197449222,0.411316656973213
0.00413872511126101,0.67550583020784
0.290071923518553,0.73727218946442
0.726766753010452,0.34036481147632
0.14192085317336,0.473897447809577
0.394686029991135,0.292332913726568
0.552158443257213,0.566586110508069
0.743199681397527,0.946594596607611
0.731923115439713,0.0455256358254701
0.261476908344775,0.213501355377957
NA,0.98628774122335
0.602492762263864,0.860356029588729
0.155771851306781,0.276236789766699
0.811533794505522,0.817946849623695
0.976403685985133,NA
0.294011608697474,0.386929260799661
0.462584020569921,0.490698977606371
0.739327954128385,0.914261783473194
0.471530179493129,0.124922391492873
0.0616224331315607,0.252682477468625
0.539798300946131,0.855351129313931
0.822027083719149,0.272056041518226
0.337716140085831,0.707039295928553
NA,0.565522979944944
0.807844488183036,0.795680657261983
0.974948882358149,0.058509744470939
0.256607991410419,0.0136350139509887
0.910950590856373,0.0923294757958502
0.277377784252167,0.52896825154312
0.515342816477641,0.524522485677153
NA,NA
0.846212182193995,0.353078282671049
0.729807322844863,0.92545697838068
0.209079277236015,0.879554201848805
0.95384926837869,0.359493984375149
0.659083525650203,0.40160027728416
0.0130084368865937,0.981873726006597
NA,0.0694165660534054
0.99841831671074,0.0293939332477748
0.427597590722144,0.00127759226597846
0.878243440994993,NA
0.976428189082071,0.152790252119303
0.128460850566626,0.471849028486758
NA,0.665890392614529
0.720168566796929,0.731292681768537
0.114033975172788,0.684224876575172
0.978641537716612,0.836925131734461
0.336129716597497,0.943622193299234
0.750392260495573,0.317396971164271
0.377338172635064,0.792464561061934
