# Simulated random data file for batch processing
# timestamp: 2022-04-06 15:41:03
# RHS
# ------------------------

"var_x","var_y"
0.0434358958154917,0.515623978339136
0.87032453645952,0.671582731883973
0.864822421688586,0.596384844975546
0.112984903622419,0.620517939561978
0.814206194365397,0.911936670774594
0.986075792694464,0.482624516589567
0.682997377123684,0.546552355168387
0.0869271429255605,0.292730471352115
0.504717117408291,0.237221947871149
0.836780136218295,0.215923249023035
NA,0.590382781112567
0.217450796160847,0.0195798263885081
0.255188256734982,0.904367927927524
0.7798833232373,0.993996432283893
0.0387762221507728,0.621620225021616
NA,0.0353783492464572
0.784657519776374,0.754799188580364
0.887216475792229,0.421465270221233
0.724586635828018,0.58130189194344
0.0537686729803681,0.721572627546266
0.528581320075318,0.116218494949862
0.485156311886385,0.867314049042761
0.953890281962231,0.795621968107298
0.538186757359654,0.743244881741703
0.27801388525404,NA
0.957668009446934,0.601909393444657
0.961880324641243,0.657448928104714
0.956705015618354,0.0745746688917279
0.18839657609351,0.411043931962922
NA,0.143049939535558
0.163386202650145,0.570471739862114
0.23216320364736,0.784672904992476
0.304639126406983,NA
0.487961235223338,0.535757804522291
0.16231418098323,0.271357664139941
0.636092456290498,0.790433733956888
0.675426253117621,0.390938481781632
0.160069995559752,0.478288623504341
0.551385266007856,0.616649067495018
0.0159112804103643,0.487920477055013
0.61287366785109,0.167227836791426
0.0920314157847315,0.883811051025987
0.0358681895304471,0.0853946320712566
0.60374293406494,0.616372587857768
0.215449595823884,0.623812539037317
0.115719715133309,0.907668869476765
0.247821217169985,0.464666514890268
0.702999581117183,0.936375088989735
0.139416482532397,0.513117312220857
0.704825760098174,0.355408783303574
0.983682362828404,0.939773013582453
0.0544453561306,0.715085963951424
0.280646652448922,0.6709188465029
0.205979716498405,0.488086841069162
0.328688961453736,0.358576206490397
0.640409073559567,0.312721999362111
0.55056331329979,NA
0.725968441693112,0.0386964036151767
0.412466139532626,0.24938187841326
0.866446008207276,0.593224749434739
0.181600516662002,0.232055271742865
0.725416365079582,0.221079380251467
0.848091873340309,0.0309342467226088
0.796838403213769,0.113155135186389
0.927182760555297,0.618776592193171
